pos_codes	pos_codes_pkey	t	t	CREATE UNIQUE INDEX pos_codes_pkey ON public.pos_codes USING btree (id)
practice_payer_enrollments	idx_ppe_org	f	f	CREATE INDEX idx_ppe_org ON public.practice_payer_enrollments USING btree (organization_id) WHERE (disabled_at IS NULL)
practice_payer_enrollments	idx_ppe_org_payer	f	f	CREATE INDEX idx_ppe_org_payer ON public.practice_payer_enrollments USING btree (organization_id, payer_id) WHERE (disabled_at IS NULL)
practice_payer_enrollments	practice_payer_enrollments_organization_id_payer_id_plan_pr_key	t	f	CREATE UNIQUE INDEX practice_payer_enrollments_organization_id_payer_id_plan_pr_key ON public.practice_payer_enrollments USING btree (organization_id, payer_id, plan_product_code)
practice_payer_enrollments	practice_payer_enrollments_pkey	t	t	CREATE UNIQUE INDEX practice_payer_enrollments_pkey ON public.practice_payer_enrollments USING btree (id)
practice_settings	practice_settings_pkey	t	t	CREATE UNIQUE INDEX practice_settings_pkey ON public.practice_settings USING btree (id)
prior_authorizations	idx_prior_auth_patient_id	f	f	CREATE INDEX idx_prior_auth_patient_id ON public.prior_authorizations USING btree (patient_id)
prior_authorizations	idx_prior_authorizations_org	f	f	CREATE INDEX idx_prior_authorizations_org ON public.prior_authorizations USING btree (organization_id)
prior_authorizations	prior_authorizations_pkey	t	t	CREATE UNIQUE INDEX prior_authorizations_pkey ON public.prior_authorizations USING btree (id)
providers	idx_providers_org	f	f	CREATE INDEX idx_providers_org ON public.providers USING btree (organization_id)
providers	providers_npi_unique_when_present	t	f	CREATE UNIQUE INDEX providers_npi_unique_when_present ON public.providers USING btree (npi) WHERE (npi IS NOT NULL)
providers	providers_pkey	t	t	CREATE UNIQUE INDEX providers_pkey ON public.providers USING btree (id)
rarc_codes	rarc_codes_code_key	t	f	CREATE UNIQUE INDEX rarc_codes_code_key ON public.rarc_codes USING btree (code)
rarc_codes	rarc_codes_pkey	t	t	CREATE UNIQUE INDEX rarc_codes_pkey ON public.rarc_codes USING btree (id)
role_permissions	role_permissions_pkey	t	t	CREATE UNIQUE INDEX role_permissions_pkey ON public.role_permissions USING btree (id)
