cms_pfs_rvu	21	ingested_at	timestamp without time zone		YES	now()
cms_zip_locality	1	id	uuid		NO	gen_random_uuid()
cms_zip_locality	2	zip_code	text		NO	
cms_zip_locality	3	zip_plus_4	text		YES	
cms_zip_locality	4	state	text		NO	
cms_zip_locality	5	mac_carrier	text		NO	
cms_zip_locality	6	locality_code	text		NO	
cms_zip_locality	7	rural_indicator	text		YES	
cms_zip_locality	8	effective_date	date		NO	
cms_zip_locality	9	termination_date	date		YES	
cms_zip_locality	10	source_url	text		YES	
cms_zip_locality	11	ingested_at	timestamp without time zone		YES	now()
comm_locks	1	id	character varying		NO	(gen_random_uuid())::text
comm_locks	2	lead_id	text		NO	
comm_locks	3	acquired_by_type	character varying		NO	
comm_locks	4	acquired_by_id	character varying		NO	
comm_locks	5	channel	character varying		NO	
comm_locks	6	reason	text		YES	
comm_locks	7	expires_at	timestamp without time zone		NO	
comm_locks	8	released_at	timestamp without time zone		YES	
comm_locks	9	created_at	timestamp without time zone		YES	now()
comm_locks	10	released_reason	text		YES	
cpt_codes	1	id	character varying		NO	(gen_random_uuid())::text
cpt_codes	2	code	character varying	6	NO	
cpt_codes	3	description	text		NO	
cpt_codes	4	work_rvu	numeric		YES	
cpt_codes	5	unit_type	character varying		YES	'quantity'::character varying
cpt_codes	6	is_active	boolean		YES	true
delegated_entities	1	id	uuid		NO	gen_random_uuid()
delegated_entities	2	name	character varying		NO	
delegated_entities	3	entity_type	character varying		NO	
delegated_entities	4	tax_id	character varying		YES	
delegated_entities	5	state	character varying	2	YES	
delegated_entities	6	claims_address	text		YES	
delegated_entities	7	claims_payer_id_override	character varying		YES	
delegated_entities	8	active	boolean		NO	true
delegated_entities	9	notes	text		YES	
denial_patterns	1	id	character varying		NO	(gen_random_uuid())::text
denial_patterns	2	claim_id	character varying		YES	
denial_patterns	3	carc_code	character varying	10	NO	
denial_patterns	4	carc_description	text		YES	
denial_patterns	5	rarc_code	character varying	10	YES	
denial_patterns	6	amount	numeric		YES	
denial_patterns	7	service_date	date		YES	
denial_patterns	8	hcpcs_code	character varying	10	YES	
denial_patterns	9	payer	character varying		YES	
denial_patterns	10	created_at	timestamp without time zone		YES	now()
denials	1	id	character varying		NO	gen_random_uuid()
denials	2	claim_id	character varying		NO	
denials	3	denial_category	text		NO	
denials	4	denial_reason_text	text		NO	
denials	5	payer	text		NO	
denials	6	cpt_code	text		NO	
denials	7	root_cause_tag	text		NO	
denials	8	resolved	boolean		NO	false
denials	9	created_at	timestamp without time zone		NO	now()
denials	10	organization_id	character varying		YES	
document_types	1	code	character varying		NO	
document_types	2	label	character varying		NO	
document_types	3	typical_update_cadence	character varying		YES	
document_types	4	active_for_extraction	boolean		NO	false
document_types	5	created_at	timestamp without time zone		YES	now()
email_logs	1	id	character varying		NO	gen_random_uuid()
email_logs	2	lead_id	character varying		NO	
email_logs	3	template_id	character varying		YES	
email_logs	4	sequence_id	character varying		YES	
email_logs	5	subject	text		NO	
email_logs	6	body	text		NO	
email_logs	7	to_email	text		NO	
email_logs	8	status	text		NO	'pending'::text
email_logs	9	sent_at	timestamp without time zone		YES	
email_logs	10	opened_at	timestamp without time zone		YES	
email_logs	11	clicked_at	timestamp without time zone		YES	
email_logs	12	error_message	text		YES	
email_logs	13	created_at	timestamp without time zone		NO	now()
email_logs	14	organization_id	character varying		YES	
email_templates	1	id	character varying		NO	gen_random_uuid()
email_templates	2	name	text		NO	
email_templates	3	subject	text		NO	
email_templates	4	body	text		NO	
email_templates	5	category	text		NO	'general'::text
email_templates	6	variables	jsonb		YES	'[]'::jsonb
email_templates	7	created_at	timestamp without time zone		NO	now()
email_templates	8	organization_id	character varying		YES	
encounters	1	id	character varying		NO	gen_random_uuid()
encounters	2	patient_id	character varying		NO	
encounters	3	service_type	text		NO	
encounters	4	facility_type	text		NO	
encounters	5	admission_type	text		NO	
encounters	6	expected_start_date	text		NO	
encounters	7	provider_id	character varying		YES	
encounters	8	place_of_service	character varying		YES	'12'::character varying
encounters	9	service_date	date		YES	
encounters	10	authorization_number	character varying		YES	
encounters	11	created_by	character varying		YES	
encounters	12	created_at	timestamp without time zone		YES	now()
encounters	13	organization_id	character varying		YES	
era_batches	1	id	character varying		NO	(gen_random_uuid())::text
era_batches	2	org_id	character varying		YES	
era_batches	3	payer_name	character varying		NO	
era_batches	4	check_number	character varying		YES	
era_batches	5	payment_date	date		YES	
era_batches	6	total_amount	real		YES	0
era_batches	7	status	character varying		YES	'unposted'::character varying
era_batches	8	raw_edi	text		YES	
era_batches	9	created_at	timestamp without time zone		NO	now()
era_batches	10	stedi_era_id	character varying		YES	
era_batches	11	raw_data	jsonb		YES	
era_batches	12	source	character varying		YES	'stedi'::character varying
era_claim_lines	1	id	character varying		NO	
era_claim_lines	2	era_batch_id	character varying		NO	
era_claim_lines	3	claim_control_number	character varying		YES	
era_claim_lines	4	patient_name	character varying		YES	
era_claim_lines	5	billed_amount	numeric		YES	
era_claim_lines	6	allowed_amount	numeric		YES	
era_claim_lines	7	paid_amount	numeric		YES	
era_claim_lines	8	adjustment_codes	jsonb		YES	'[]'::jsonb
era_claim_lines	9	created_at	timestamp without time zone		YES	now()
era_lines	1	id	character varying		NO	(gen_random_uuid())::text
